Taxon Name,Taxonomic Serial Number (TSN),Parent Taxonomic Serial Number (TSN),Taxon Group,Taxon Level,AphiaID,NADED ID,Kingdom,Phylum,Class,Order,Family,Genus,Species,Taxon Citations,Preferred Source,Former or Invalid Name,Common Name,Alternate Name,NODC Code,Xerces Code,Active
"Kirkegaardia dorsobranchialis","204530",""," Invertebrates","Species","884702","","Animalia","Annelida","Polychaeta","Terebellida","Cirratulidae","Kirkegaardia","dorsobranchialis","Read, G. (2016). Kirkegaardia dorsobranchialis (Kirkegaard, 1959). In: Read, G.; Fauchald, K. (Ed.) (2016). World Polychaeta database. Accessed through: World Register of Marine Species at http://www.marinespecies.org/traits/aphia.php?p=taxdetails&id=884702 on 2016-11-23","WORMS"," Monticellina dorsobranchialis","","","","","Y"
"Kirkegaardia dutchae","",""," Invertebrates","Species","884738","","Animalia","Annelida","Polychaeta","Terebellida","Cirratulidae","Kirkegaardia","Kirkegaardia dutchae","Blake, 2016","WoRMS","","","","","","Y"
"Kirkegaardia secunda","","67116"," Invertebrates","Species","884712","","Animalia","Annelida","Polychaeta","Terebellida","Cirratulidae","Monticellina","secunda","WoRMS (2015). Monticellina secunda. In: Read, G.; Fauchald, K. (Ed.) (2015) World Polychaeta database. Accessed through:  World Register of Marine Species at http://marinespecies.org/aphia.php?p=taxdetails&id=334028 on 2016-05-10","WoRMS","",""," Monticellina secunda","","","Y"
"Kirkegaardia serratiseta","","67116"," Invertebrates","Species","884713","","Animalia","Annelida","Polychaeta","Terebellida","Cirratulidae","Monticellina","serratiseta","WoRMS (2015). Monticellina serratiseta. In: Read, G.; Fauchald, K. (Ed.) (2015) World Polychaeta database. Accessed through:  World Register of Marine Species at http://marinespecies.org/aphia.php?p=taxdetails&id=334029 on 2016-05-10","WoRMS","",""," Monticellina serratiseta"," 5001508999","","Y"
"Kirkegaardia tesselata","","67116"," Invertebrates","Species","884716","","Animalia","Annelida","Polychaeta","Terebellida","Cirratulidae","Monticellina","tesselata","Bellan, G. (2008). Monticellina tesselata (Hartman, 1960). In: Read, G.; Fauchald, K. (Ed.) (2016). World Polychaeta database. Accessed through:  World Register of Marine Species at http://marinespecies.org/aphia.php?p=taxdetails&id=129974 on 2016-05-10","WoRMS"," Monticellina tesselata","","","","","Y"
"Koenikea","83093",""," Invertebrates","Genus","","","","","","","","","","","","","","","","","Y"
"Kogotus","103149","102994"," Invertebrates","Genus","","","","","","","","","","","","","","",""," G0176","Y"
"Kogotus nonus","103150","103149"," Invertebrates","Species","","","","","","","","","","","","","","",""," S0067","Y"
"Kogotus/Rickera","","609866"," Invertebrates","Genus","","","","","","","","","","","","","","","","","Y"
"Kongsbergia","83000",""," Invertebrates","Genus","","","","","","","","","","","","","","","","","Y"
"Krenopelopia","128170",""," Invertebrates","Genus","","","","","","","","","","","","","","","","","Y"
"Krenosmittia","128771",""," Invertebrates","Genus","","","","","","","","","","","","","","","","","Y"
"Kroyera","656555",""," Invertebrates","Genus","546966","","Animalia","Arthropoda","Malacostraca","Amphipoda","Oedicerotidae","Kroyera","","Lowry, J. (2015). Kroyera. In: Horton, T.; Lowry, J.; De Broyer, C.; Bellan-Santini, D.; Coleman, C. O.; Daneliya, M.; Dauvin, J-C.; Fišer, C.; Gasca, R.; Grabowski, M.; Guerra-García, J. M.; Hendrycks, E.; Holsinger, J.; Hughes, L.; Jazdzewski, K.; Just, J.; Kamaltynov, R. M.; Kim, Y.-H.; King, R.; Krapp-Schickel, T.; LeCroy, S.; Lörz, A.-N.; Senna, A. R.; Serejo, C.; Sket, B.; Thomas, J.; Thurston, M.; Vader, W.; Väinölä, R.; Vonk, R.; White, K.; Zeidler, W. World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=546966 on 2016-05-10","WORMS","","",""," 61693787","","Y"
"Kroyera carinata","657140",""," Invertebrates","Species","547074","","Animalia","Arthropoda","Malacostraca","Amphipoda","Oedicerotidae","Kroyera","carinata","Lowry, J. (2015). Kroyera carinata. In: Horton, T.; Lowry, J.; De Broyer, C.; Bellan-Santini, D.; Coleman, C. O.; Daneliya, M.; Dauvin, J-C.; Fišer, C.; Gasca, R.; Grabowski, M.; Guerra-García, J. M.; Hendrycks, E.; Holsinger, J.; Hughes, L.; Jazdzewski, K.; Just, J.; Kamaltynov, R. M.; Kim, Y.-H.; King, R.; Krapp-Schickel, T.; LeCroy, S.; Lörz, A.-N.; Senna, A. R.; Serejo, C.; Sket, B.; Thomas, J.; Thurston, M.; Vader, W.; Väinölä, R.; Vonk, R.; White, K.; Zeidler, W. World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=547074 on 2016-05-10","WORMS","","","","","","Y"
"Kurtiella","",""," Invertebrates","Genus","345280","","Animalia","Mollusca","Bivalvia","Not assigned","Montacutidae","Kurtiella","","Bouchet, P.; Gofas, S. (2012). Kurtiella Gofas & Salas, 2008. In:  MolluscaBase (2016). Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=345280 on 2016-05-10","WORMS","","","","","","Y"
"Kurtiella compressa","",""," Invertebrates","Species","606412","","Animalia","Mollusca","Bivalvia","Not assigned","Montacutidae","Kurtiella","compressa","Bouchet, P. (2015). Kurtiella compressa (Dall, 1913). In:  MolluscaBase (2015). Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=606412 on 2016-05-10","WORMS","","","","","","Y"
"Kurtiella tumida","",""," Invertebrates","Species","606421","","Animalia","Mollusca","Bivalvia","Not assigned","Montacutidae","Kurtiella","tumida","Bouchet, P. (2015). Kurtiella tumida (Carpenter, 1864). In:  MolluscaBase (2015). Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=606421 on 2016-05-10","WORMS","","","","","","Y"
"Kurtzia","75146",""," Invertebrates","Genus","432485","","Animalia","Mollusca","Gastropoda","Neogastropoda","Mangeliidae","Kurtzia","","Bouchet, P. (2015). Kurtzia Bartsch, 1944. In:  MolluscaBase (2015). Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=432485 on 2016-05-10","WORMS","","",""," 51060241","","Y"
"Kurtzia arteaga","75147",""," Invertebrates","Species","434165","","Animalia","Mollusca","Gastropoda","Neogastropoda","Mangeliidae","Kurtzia","arteaga","WoRMS (2015). Kurtzia arteaga (Dall & Bartsch, 1910). In:  MolluscaBase (2015). Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=434165 on 2016-05-10","WORMS","","","","","","Y"
"Kurtziella","74803",""," Invertebrates","Genus","159893","","Animalia","Mollusca","Gastropoda","Neogastropoda","Mangeliidae","Kurtziella","","Bouchet, P. (2016). Kurtziella Dall, 1918. In:  MolluscaBase (2016). Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=159893 on 2016-05-10","WORMS","","",""," 51060211","","Y"
"Kurtziella plumbea","74810",""," Invertebrates","Species","434174","","Animalia","Mollusca","Gastropoda","Neogastropoda","Mangeliidae","Kurtziella","plumbea","WoRMS (2015). Kurtziella plumbea (Hinds, 1843). In:  MolluscaBase (2015). Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=434174 on 2016-05-10","WORMS","","","","","","Y"
"Labiobaetis","568552",""," Invertebrates","Genus","","","","","","","","","","","","","","","","","Y"
"Labiobaetis sonajuventus","","568552"," Invertebrates","Species","","","","","","","","","","","","","","","","","Y"
"Labrundinia","128173",""," Invertebrates","Genus","","","","","","","","","","","","","","","","","Y"
"Laccobius","112858","112811"," Invertebrates","Genus","","","","","","","","","","","","","","",""," G0027","Y"
"Laccophilus","112278",""," Invertebrates","Genus","","","","","","","","","","","","","","","","","Y"
"Lacuna","70370",""," Invertebrates","Genus","138099","","Animalia","Mollusca","Gastropoda","Littorinimorpha","Littorinidae","Lacuna","","Bouchet, P.; Reid, David G.; Gofas, S. (2011). Lacuna Turton, 1827. In:  MolluscaBase (2016). Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=138099 on 2016-05-10","WORMS","","",""," 51030903","","Y"
"Lacuna vincta","70381",""," Invertebrates","Species","140170","","Animalia","Mollusca","Gastropoda","Littorinimorpha","Littorinidae","Lacuna","vincta","Gofas, S. (2004). Lacuna vincta. In:  MolluscaBase (2016). Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=140170 on 2016-05-10","WORMS","","",""," 5103090305","","Y"
"Lafoea","49677",""," Invertebrates","Genus","117136","","Animalia","Cnidaria","Hydrozoa","Leptothecata","Lafoeidae","Lafoea","","Schuchert, P. (2015). Lafoea. In: Schuchert, P. (2016). World Hydrozoa database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=117136 on 2016-05-10","WORMS","","",""," 37040201","","Y"
"Lafoea dumosa","49682",""," Invertebrates","Species","117702","","Animalia","Cnidaria","Hydrozoa","Leptothecata","Lafoeidae","Lafoea","dumosa","Schuchert, P. (2011). Lafoea dumosa (Fleming, 1820). In: Schuchert, P. (2016). World Hydrozoa database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=117702 on 2016-05-10","WORMS","","","","","","Y"
"Lafoeidae","49676","718926"," Invertebrates","Family","1609","","Animalia","Cnidaria","Hydrozoa","Leptothecata","Lafoeidae","","","Schuchert, P. (2013). Lafoeidae Hincks, 1868. In: Schuchert, P. (2016). World Hydrozoa database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=1609 on 2016-05-10","WORMS","","","","","","Y"
"Lagenicella","201814",""," Invertebrates","Genus","415536","","Animalia","Bryozoa","Gymnolaemata","Cheilostomatida","Teuchoporidae","Lagenicella","","Bock, P. (2015). Lagenicella. In: Bock, P.; Gordon, D. (2015) World List of Bryozoa. Accessed through:  World Register of Marine Species at http://marinespecies.org/aphia.php?p=taxdetails&id=415536 on 2016-05-10","WORMS","","",""," 78164701","","Y"
"Lagenicella neosocialis","",""," Invertebrates","Species","471765","","Animalia","Bryozoa","Gymnolaemata","Cheilostomatida","Teuchoporidae","Lagenicella","neosocialis","Bock, P. (2015). Lagenicella neosocialis. In: Bock, P.; Gordon, D. (2015) World List of Bryozoa. Accessed through:  World Register of Marine Species at http://marinespecies.org/aphia.php?p=taxdetails&id=471765 on 2016-05-10","WORMS","","",""," 7816470188","","Y"
"Lagenicella punctulata","",""," Invertebrates","Species","471766","","Animalia","Bryozoa","Gymnolaemata","Cheilostomatida","Teuchoporidae","Lagenicella","punctulata","Bock, P. (2015). Lagenicella punctulata (Gabb & Horn, 1862). In: Bock, P.; Gordon, D. (2015) World List of Bryozoa. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=471766 on 2016-05-10","WORMS","","","","","","Y"
"Lagenicella spinulosa","",""," Invertebrates","Species","465719","","Animalia","Bryozoa","Gymnolaemata","Cheilostomatida","Teuchoporidae","Lagenicella","spinulosa","Bock, P. (2015). Lagenicella spinulosa. In: Bock, P.; Gordon, D. (2015) World List of Bryozoa. Accessed through:  World Register of Marine Species at http://marinespecies.org/aphia.php?p=taxdetails&id=465719 on 2016-05-10","WORMS","","",""," 7816470189","","Y"
"Lampropidae","90746",""," Invertebrates","Family","110381","","Animalia","Arthropoda","Malacostraca","Cumacea","Lampropidae","","","WoRMS (2005). Lampropidae Sars, 1878. In: Watling, L.; Gerken, S. (2016). World Cumacea database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=110381 on 2016-05-10","WORMS","","","","","","Y"
"Lamprops","90747",""," Invertebrates","Genus","110408","","Animalia","Arthropoda","Malacostraca","Cumacea","Lampropidae","Lamprops","","Watling, L. (2004). Lamprops G.O. Sars, 1863. In: Watling, L.; Gerken, S. (2016). World Cumacea database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=110408 on 2016-05-10","WORMS","","",""," 61540101","","Y"
"Lamprops augustinensis","",""," Invertebrates","Species","389533","","Animalia","Arthropoda","Malacostraca","Cumacea","Lampropidae","Lamprops","augustinensis","Gerken, S. (2015). Lamprops augustinensis. In: Watling, L.; Gerken, S. (2015) World Cumacea database. Accessed through:  World Register of Marine Species at http://marinespecies.org/aphia.php?p=taxdetails&id=389533 on 2016-05-10","WORMS","","","","","","Y"
"Lamprops carinatus","683154",""," Invertebrates","Species","182226","","Animalia","Arthropoda","Malacostraca","Cumacea","Lampropidae","Lamprops","carinatus","Watling, L. (2015). Lamprops carinatus. In: Watling, L.; Gerken, S. (2015) World Cumacea database. Accessed through:  World Register of Marine Species at http://marinespecies.org/aphia.php?p=taxdetails&id=182226 on 2016-05-10","WORMS","","",""," 6154010104","","Y"
"Lamprops quadriplicata","90752",""," Invertebrates","Species","157824","","Animalia","Arthropoda","Malacostraca","Cumacea","Lampropidae","Lamprops","quadriplicata","Gerken, S. (2015). Lamprops quadriplicata. In: Watling, L.; Gerken, S. (2015) World Cumacea database. Accessed through:  World Register of Marine Species at http://marinespecies.org/aphia.php?p=taxdetails&id=157824 on 2016-05-10","WoRMS","","","","","","Y"
"Lamprops serratus","683158",""," Invertebrates","Species","182236","","Animalia","Arthropoda","Malacostraca","Cumacea","Lampropidae","Lamprops","serratus","Watling, L. (2015). Lamprops serratus. In: Watling, L.; Gerken, S. (2015) World Cumacea database. Accessed through:  World Register of Marine Species at http://marinespecies.org/aphia.php?p=taxdetails&id=182236 on 2016-05-10","WORMS","","","","","","Y"
"Lanassa","67991","67899"," Invertebrates","Genus","129696","","Animalia","Annelida","Polychaeta","Terebellida","Terebellidae","Lanassa","","Read, G.; Bellan, G. (2011). Lanassa Malmgren, 1866. In: Read, G.; Fauchald, K. (Ed.) (2016). World Polychaeta database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=129696 on 2016-05-10","WORMS","","",""," 50016813","","Y"
"Lanassa gracilis","67996",""," Invertebrates","Species","333762","","Animalia","Annelida","Polychaeta","Terebellida","Terebellidae","Lanassa","gracilis","WoRMS (2015). Lanassa gracilis. In: Read, G.; Fauchald, K. (Ed.) (2015) World Polychaeta database. Accessed through:  World Register of Marine Species at http://marinespecies.org/aphia.php?p=taxdetails&id=333762 on 2017-02-06","WoRMS","","","","","","Y"
"Lanassa nordenskioldi","67992","67991"," Invertebrates","Species","131493","","Animalia","Annelida","Polychaeta","Terebellida","Terebellidae","Lanassa","nordenskioldi","Read, G.; Bellan, G. (2016). Lanassa nordenskioldi Malmgren, 1866. In: Read, G.; Fauchald, K. (Ed.) (2016). World Polychaeta database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=131493 on 2016-05-10","WORMS","","",""," 5001681301","","Y"
"Lanassa venusta","67993","67991"," Invertebrates","Species","131494","","Animalia","Annelida","Polychaeta","Terebellida","Terebellidae","Lanassa","venusta","Bellan, G. (2016). Lanassa venusta (Malm, 1874). In: Read, G.; Fauchald, K. (Ed.) (2016). World Polychaeta database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=131494 on 2016-05-10","WORMS","","","","","","Y"
"Lanice conchilega","68037",""," Invertebrates","Species","131495","","Animalia","Annelida","Polychaeta","Terebellida","Terebellidae","Lanice","conchilega","Read, G.; Bellan, G. (2012). Lanice conchilega (Pallas, 1766). In: Read, G.; Fauchald, K. (Ed.) (2016). World Polychaeta database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=131495 on 2016-05-10","WORMS","","","","","","Y"
"Laonice","66784","66781"," Invertebrates","Genus","129613","","Animalia","Annelida","Polychaeta","Spionida","Spionidae","Laonice","","Bellan, G. (2008). Laonice. In: Read, G.; Fauchald, K. (Ed.) (2016). World Polychaeta database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=129613 on 2016-05-10","WORMS","","",""," 50014302","","Y"
"Laonice cirrata","66785","66784"," Invertebrates","Species","131128","","Animalia","Annelida","Polychaeta","Spionida","Spionidae","Laonice","cirrata","Bellan, G. (2008). Laonice cirrata (M. Sars, 1851). In: Read, G.; Fauchald, K. (Ed.) (2016). World Polychaeta database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=131128 on 2016-05-10","WORMS","","","","","","Y"
"Laonome","68166",""," Invertebrates","Genus","129534","","Animalia","Annelida","Polychaeta","Sabellida","Sabellidae","Laonome","","Bellan, G. (2008). Laonome. In: Read, G.; Fauchald, K. (Ed.) (2016). World Polychaeta database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=129534 on 2016-05-10","WORMS","","","","","","Y"
"Laonome kroyeri","",""," Invertebrates","Species","254745","","Animalia","Annelida","Polychaeta","Sabellida","Sabellidae","Laonome","kroyeri","Read, G. (2013). Laonome kroyeri Malmgren, 1866. In: Read, G.; Fauchald, K. (Ed.) (2016). World Polychaeta database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=254745 on 2016-05-10","WORMS","","","","","","Y"
"Laphania boecki","68001",""," Invertebrates","Species","131496","","Animalia","Annelida","Polychaeta","Terebellida","Terebellidae","Laphania","boecki","Bellan, G. (2008). Laphania boecki Malmgren, 1866. In: Read, G.; Fauchald, K. (Ed.) (2016). World Polychaeta database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=131496 on 2016-05-10","WORMS","","","","","","Y"
"Laqueidae","156848",""," Invertebrates","Family","147806","","Animalia","Brachiopoda","Rhynchonellata","Terebratulida","Laqueidae","","","WoRMS (2016). Laqueidae Thomson, 1927. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=147806 on 2016-05-10","WORMS","","",""," 801807","","Y"
"Laqueus californianus","",""," Invertebrates","Species","869890","","Animalia","Brachiopoda","Rhynchonellata","Terebratulida","Laqueidae","Laqueus","californicus","WoRMS (2016). Laqueus californicus (Koch, 1848). Accessed through: World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=869890 on 2016-05-10","WORMS","","","","","","Y"
"Lara","114137","114093"," Invertebrates","Genus","","","","","","","","","","","","","","",""," G0011","Y"
"Lara avara","114139","114137"," Invertebrates","Species","","","","","","","","","","","","","","",""," S0002","Y"
"Larsia","128183",""," Invertebrates","Genus","","","","","","","","","","","","","","","","","Y"
"Lasaea","80609",""," Invertebrates","Genus","138104","","Animalia","Mollusca","Bivalvia","Not assigned","Lasaeidae","Lasaea","","Bouchet, P.; Gofas, S. (2012). Lasaea Brown, 1827. In:  MolluscaBase (2016). Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=138104 on 2016-05-10","WORMS","","",""," 55150701","","Y"
"Lasaea adansoni","80613","80609"," Invertebrates","Species","178911","","Animalia","Mollusca","Bivalvia","Not assigned","Lasaeidae","Lasaea","adansoni","Bouchet, P.; Gofas, S. (2012). Lasaea adansoni (Gmelin, 1791). In:  MolluscaBase (2016). Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=178911 on 2016-05-10","WORMS","","",""," 5515070104","","Y"
"Lasaeidae","81679",""," Invertebrates","Family","222","","Animalia","Mollusca","Bivalvia","","Lasaeidae","","","Gofas, S. (2010). Lasaeidae. In:  MolluscaBase (2016). Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=222 on 2017-02-06","WoRMS","","","","","","Y"
"Laticorophium baconi","656755",""," Invertebrates","Species","421577","","Animalia","Arthropoda","Malacostraca","Amphipoda","Corophiidae","Laticorophium","baconi","Lowry, J. (2015). Laticorophium baconi. In: Horton, T.; Lowry, J.; De Broyer, C.; Bellan-Santini, D.; Coleman, C. O.; Daneliya, M.; Dauvin, J-C.; Fišer, C.; Gasca, R.; Grabowski, M.; Guerra-García, J. M.; Hendrycks, E.; Holsinger, J.; Hughes, L.; Jazdzewski, K.; Just, J.; Kamaltynov, R. M.; Kim, Y.-H.; King, R.; Krapp-Schickel, T.; LeCroy, S.; Lörz, A.-N.; Senna, A. R.; Serejo, C.; Sket, B.; Tandberg, A.H.; Thomas, J.; Thurston, M.; Vader, W.; Väinölä, R.; Vonk, R.; White, K.; Zeidler, W. (2015) World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=421577 on 2016-05-10","WORMS","","","","","","Y"
"Latisipho hallii","",""," Invertebrates","Species","491061","","Animalia","Mollusca","Gastropoda","Neogastropoda","Buccinidae","Latisipho","hallii","Rosenberg, G.; Fraussen, K. (2015). Latisipho hallii (Dall, 1873). In:  MolluscaBase (2015). Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=491061 on 2016-05-10","WORMS","","","","","","Y"
"Lauterborniella","129525","129229"," Invertebrates","Genus","","","Animalia","Arthropoda","Insecta","Diptera","Chironomidae","Lauterborniella","","","ITIS","","","","","","Y"
"Laversia","82971",""," Invertebrates","Genus","","","Animalia","Arthropoda","Arachnida","Trombidiformes","Laversiidae","Laversia","","","ITIS","","","","","","Y"
"Lebbeus","96786",""," Invertebrates","Genus","106989","","Animalia","Arthropoda","Malacostraca","Decapoda","Hippolytidae","Lebbeus","","Fransen, C.; Türkay, M. (2014). Lebbeus White, 1847. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=106989 on 2016-05-10","WORMS","","","","","","Y"
"Lebbeus groenlandicus","96787",""," Invertebrates","Species","107520","","Animalia","Arthropoda","Malacostraca","Decapoda","Hippolytidae","Lebbeus","groenlandicus","Fransen, C.; De Grave, S.; Türkay, M. (2011). Lebbeus groenlandicus (Fabricius, 1775). Accessed through:  World Register of Marine Species at http://marinespecies.org/aphia.php?p=taxdetails&id=107520 on 2016-05-10","WORMS","","","","","","Y"
"Lebertia","83034",""," Invertebrates","Genus","","","","","","","","","","","","","","","","","Y"
"Leitoscoloplos","66653","66570"," Invertebrates","Genus","129418","","Animalia","Annelida","Polychaeta","Not assigned","Orbiniidae","Leitoscoloplos","","Gil, J.; Bellan, G. (2015). Leitoscoloplos Day, 1977. In: Read, G.; Fauchald, K. (Ed.) (2016). World Polychaeta database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=129418 on 2016-05-10","WORMS","","",""," 50014016","","Y"
"Leitoscoloplos pugettensis","66654","66653"," Invertebrates","Species","254746","","Animalia","Annelida","Polychaeta","Not assigned","Orbiniidae","Leitoscoloplos","pugettensis","Read, G. (2015). Leitoscoloplos pugettensis (Pettibone, 1957). In: Read, G.; Fauchald, K. (Ed.) (2015) World Polychaeta database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=254746 on 2016-05-10","WORMS","","","","","","Y"
"Lepidasthenia","64693","64397"," Invertebrates","Genus","129495","","Animalia","Annelida","Polychaeta","Phyllodocida","Polynoidae","Lepidasthenia","","Fauchald, K.; Bellan, G. (2008). Lepidasthenia Malmgren, 1867. In: Read, G.; Fauchald, K. (Ed.) (2016). World Polychaeta database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=129495 on 2016-05-10","WORMS","","",""," 50010218","","Y"
"Lepidasthenia berkeleyae","64696","64693"," Invertebrates","Species","328739","","Animalia","Annelida","Polychaeta","Phyllodocida","Polynoidae","Lepidasthenia","berkeleyae","Fauchald, K. (2015). Lepidasthenia berkeleyae. In: Read, G.; Fauchald, K. (Ed.) (2015) World Polychaeta database. Accessed through:  World Register of Marine Species at http://marinespecies.org/aphia.php?p=taxdetails&id=328739 on 2016-05-10","WORMS","","","","","","Y"
"Lepidasthenia longicirrata","64701",""," Invertebrates","Species","328746","","Animalia","Annelida","Polychaeta","Phyllodocida","Polynoidae","Lepidasthenia","longicirrata","Fauchald, K. (2015). Lepidasthenia longicirrata. In: Read, G.; Fauchald, K. (Ed.) (2015) World Polychaeta database. Accessed through:  World Register of Marine Species at http://marinespecies.org/aphia.php?p=taxdetails&id=328746 on 2016-05-10","WORMS","","","","","","Y"
"Lepidepecreum","94331",""," Invertebrates","Genus","101619","","Animalia","Arthropoda","Malacostraca","Amphipoda","Lysianassidae","Lepidepecreum","","Lowry, J.; De Broyer, C.; Costello, M.; Bellan-Santini, D. (2010). Lepidepecreum. In: Horton, T.; Lowry, J.; De Broyer, C.; Bellan-Santini, D.; Coleman, C. O.; Daneliya, M.; Dauvin, J-C.; Fišer, C.; Gasca, R.; Grabowski, M.; Guerra-García, J. M.; Hendrycks, E.; Holsinger, J.; Hughes, L.; Jaume, D.; Jazdzewski, K.; Just, J.; Kamaltynov, R. M.; Kim, Y.-H.; King, R.; Krapp-Schickel, T.; LeCroy, S.; Lörz, A.-N.; Senna, A. R.; Serejo, C.; Sket, B.; Tandberg, A.H.; Thomas, J.; Thurston, M.; Vader, W.; Väinölä, R.; Vonk, R.; White, K.; Zeidler, W. (2016). World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101619 on 2016-05-10","WORMS","","",""," 61693421","","Y"
"Lepidepecreum garthi","656994",""," Invertebrates","Species","526375","","Animalia","Arthropoda","Malacostraca","Amphipoda","Lysianassidae","Lepidepecreum","garthi","Lowry, J. (2015). Lepidepecreum garthi. In: Horton, T.; Lowry, J.; De Broyer, C.; Bellan-Santini, D.; Coleman, C. O.; Daneliya, M.; Dauvin, J-C.; Fišer, C.; Gasca, R.; Grabowski, M.; Guerra-García, J. M.; Hendrycks, E.; Holsinger, J.; Hughes, L.; Jazdzewski, K.; Just, J.; Kamaltynov, R. M.; Kim, Y.-H.; King, R.; Krapp-Schickel, T.; LeCroy, S.; Lörz, A.-N.; Senna, A. R.; Serejo, C.; Sket, B.; Thomas, J.; Thurston, M.; Vader, W.; Väinölä, R.; Vonk, R.; White, K.; Zeidler, W. World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=526375 on 2016-05-10","WORMS","","",""," 6169342189","","Y"
"Lepidepecreum gurjanovae","94336",""," Invertebrates","Species","526376","","Animalia","Arthropoda","Malacostraca","Amphipoda","Lysianassidae","Lepidepecreum","gurjanovae","Lowry, J. (2015). Lepidepecreum gurjanovae. In: Horton, T.; Lowry, J.; De Broyer, C.; Bellan-Santini, D.; Coleman, C. O.; Daneliya, M.; Dauvin, J-C.; Fišer, C.; Gasca, R.; Grabowski, M.; Guerra-García, J. M.; Hendrycks, E.; Holsinger, J.; Hughes, L.; Jazdzewski, K.; Just, J.; Kamaltynov, R. M.; Kim, Y.-H.; King, R.; Krapp-Schickel, T.; LeCroy, S.; Lörz, A.-N.; Senna, A. R.; Serejo, C.; Sket, B.; Thomas, J.; Thurston, M.; Vader, W.; Väinölä, R.; Vonk, R.; White, K.; Zeidler, W. World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=526376 on 2016-05-10","WORMS","","","","","","Y"
"Lepidonotinae","",""," Invertebrates","Family","152403","","Animalia","Annelida","Polychaeta","Phyllodocida","Polynoidae","","","Fauchald, K. (2008). Lepidonotinae Willey, 1902. In: Read, G.; Fauchald, K. (Ed.) (2016). World Polychaeta database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=152403 on 2016-05-10","WORMS","","","","","","Y"
