Taxon Name,Taxonomic Serial Number (TSN),Parent Taxonomic Serial Number (TSN),Taxon Group,Taxon Level,AphiaID,NADED ID,Kingdom,Phylum,Class,Order,Family,Genus,Species,Taxon Citations,Preferred Source,Former or Invalid Name,Common Name,Alternate Name,NODC Code,Xerces Code,Active
"Brachycentrus occidentalis","116918","116906"," Invertebrates","Species","","","","","","","","","","","","","","",""," S0077","Y"
"Brachycera","130052","118831"," Invertebrates","Order","","","","","","","","","","","","","","","","","Y"
"Brachypoda","83444",""," Invertebrates","Order","","","","","","","","","","","","","","","","","Y"
"Brachyura","98276",""," Invertebrates","Order","106673","","Animalia","Arthropoda","Malacostraca","Decapoda","","","","Poore, G.; Türkay, M. (2016). Brachyura. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=106673 on 2016-05-09","WORMS","","","","","","Y"
"Brada","67225",""," Invertebrates","Genus","129289","","Animalia","Annelida","Polychaeta","Terebellida","Flabelligeridae","Brada","","Salazar-Vallejo, S.; Bellan, G. (2016). Brada Stimpson, 1854. In: Read, G.; Fauchald, K. (Ed.) (2016). World Polychaeta database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=129289 on 2016-05-09","WORMS","","",""," 50015401","","Y"
"Brada sachalina","67235",""," Invertebrates","Species","327264","","Animalia","Annelida","Polychaeta","Terebellida","Flabelligeridae","Brada","sachalina","WoRMS (2015). Brada sachalina Annenkova, 1922. In: Read, G.; Fauchald, K. (Ed.) (2015) World Polychaeta database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=327264 on 2016-05-09","WORMS","","","","","","Y"
"Brada villosa","67227",""," Invertebrates","Species","130099","","Animalia","Annelida","Polychaeta","Terebellida","Flabelligeridae","Brada","villosa","Bellan, G. (2016). Brada villosa (Rathke, 1843). In: Read, G.; Fauchald, K. (Ed.) (2016). World Polychaeta database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=130099 on 2016-05-09","WORMS","","","","","","Y"
"Branchiobdellida","69168","68422"," Invertebrates","Order","","","","","","","","","","","","","","","","","Y"
"Branchiura","68619","974287"," Invertebrates","Genus","182694","","Animalia","Annelida","Clitellata","Tubificida","Naididae","Branchiura","","Beddard, 1892","ITIS","","","","","","Y"
"Brania brevipharyngea","65760",""," Invertebrates","Species","327294","","Animalia","Annelida","Polychaeta","Phyllodocida","Syllidae","Brania","Brania brevipharyngea","Banse, 1972","WoRMS","","","","","","Y"
"Brillia","128477","128457"," Invertebrates","Genus","","","","","","","","","","","","","","","","","Y"
"Brisaster","158079",""," Invertebrates","Genus","123427","","Animalia","Echinodermata","Echinoidea","Spatangoida","Schizasteridae","Brisaster","","Kroh, A.; Hansson, H. (2011). Brisaster Gray, 1855. In: Kroh, A. & Mooi, R. (2016). World Echinoidea Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=123427 on 2016-05-09","WORMS","","","","","","Y"
"Brisaster latifrons","158082",""," Invertebrates","Species","513143","","Animalia","Echinodermata","Echinoidea","Spatangoida","Schizasteridae","Brisaster","latifrons","Kroh, A. (2015). Brisaster latifrons (A. Agassiz, 1898). In: Kroh, A. & Mooi, R. (2015) World Echinoidea Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=513143 on 2016-05-09","WORMS","","","","","","Y"
"Brundiniella","128026",""," Invertebrates","Genus","","","","","","","","","","","","","","","","","Y"
"Brundiniella eumorpha","128028",""," Invertebrates","Species","","","","","","","","","","","","","","","","","Y"
"Bruzelia tuberculata","94994",""," Invertebrates","Species","103181","","Animalia","Arthropoda","Malacostraca","Amphipoda","Synopiidae","Bruzelia","tuberculata","Costello, M.; Bellan-Santini, D. (2004). Bruzelia tuberculata. In: Horton, T.; Lowry, J.; De Broyer, C.; Bellan-Santini, D.; Coleman, C. O.; Daneliya, M.; Dauvin, J-C.; Fišer, C.; Gasca, R.; Grabowski, M.; Guerra-García, J. M.; Hendrycks, E.; Holsinger, J.; Hughes, L.; Jaume, D.; Jazdzewski, K.; Just, J.; Kamaltynov, R. M.; Kim, Y.-H.; King, R.; Krapp-Schickel, T.; LeCroy, S.; Lörz, A.-N.; Senna, A. R.; Serejo, C.; Sket, B.; Tandberg, A.H.; Thomas, J.; Thurston, M.; Vader, W.; Väinölä, R.; Vonk, R.; White, K.; Zeidler, W. (2016). World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=103181 on 2016-05-09","WORMS","","","","","","Y"
"Brychius","111947","111857"," Invertebrates","Genus","","","","","","","","","","","","","","","","","Y"
"Bryelmis","945749",""," Invertebrates","Genus","","","","","","","","","","","","","","","","","Y"
"Bryophaenocladius","128488",""," Invertebrates","Genus","","","","","","","","","","","","","","","","","Y"
"Bryozoa","155469",""," Invertebrates","Phylum","146142","","Animalia","Bryozoa","","","","","","Bock, P. (2014). Bryozoa. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=146142 on 2016-05-09","WORMS","","","","","","Y"
"Buccinum","73727",""," Invertebrates","Genus","137701","","Animalia","Mollusca","Gastropoda","Neogastropoda","Buccinidae","Buccinum","","Gofas, S.; Bouchet, P. (2014). Buccinum Linnaeus, 1758. In:  MolluscaBase (2016). Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=137701 on 2016-05-09","WORMS","","",""," 51050401","","Y"
"Buccinum plectrum","73777",""," Invertebrates","Species","160127","","Animalia","Mollusca","Gastropoda","Neogastropoda","Buccinidae","Buccinum","plectrum","Fraussen, K.; Rosenberg, G. (2015). Buccinum plectrum Stimpson, 1865. In:  MolluscaBase (2015). Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=160127 on 2016-05-09","WORMS","","","","","","Y"
"Bugula","156049","156048"," Invertebrates","Genus","110839","","Animalia","Bryozoa","Gymnolaemata","Cheilostomatida","Bugulidae","Bugula","","Bock, P.; Hayward, P. (2012). Bugula Oken, 1815. In: Bock, P.; Gordon, D. (2016). World List of Bryozoa. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=110839 on 2016-05-09","WORMS","","",""," 78152501","","Y"
"Bugulidae","156048",""," Invertebrates","Family","110731","","Animalia","Bryozoa","Gymnolaemata","Cheilostomatida","Bugulidae","","","Reverter Gil, O.; Hayward, P. (2006). Bugulidae Gray, 1848. In: Bock, P.; Gordon, D. (2016). World List of Bryozoa. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=110731 on 2016-05-09","WORMS","","",""," 781525","","Y"
"Bulla","76236",""," Invertebrates","Genus","137716","","Animalia","Mollusca","Gastropoda","Cephalaspidea","Bullidae","Bulla","","Bouchet, P.; Gofas, S. (2016). Bulla Linnaeus, 1758. In:  MolluscaBase (2016). Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=137716 on 2016-05-09","WORMS","","",""," 51101101","","Y"
"Bulla gouldiana","76246",""," Invertebrates","Species","510427","","Animalia","Mollusca","Gastropoda","Cephalaspidea","Bullidae","Bulla","gouldiana","Bouchet, P. (2015). Bulla gouldiana. In:  MolluscaBase (2015). Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=510427 on 2016-05-09","WORMS","","","","","","Y"
"Buskia nitens","155587",""," Invertebrates","Species","111614","","Animalia","Bryozoa","Gymnolaemata","Ctenostomatida","Buskiidae","Buskia","nitens","Bock, P.; Gordon, D.; Hayward, P. (2010). Buskia nitens Alder, 1857. In: Bock, P.; Gordon, D. (2016). World List of Bryozoa. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=111614 on 2016-05-09","WORMS","","","","","","Y"
"Byblis","93361",""," Invertebrates","Genus","101446","","Animalia","Arthropoda","Malacostraca","Amphipoda","Ampeliscidae","Byblis","","Lowry, J.; Costello, M.; Bellan-Santini, D. (2010). Byblis Boeck, 1871. In: Horton, T.; Lowry, J.; De Broyer, C.; Bellan-Santini, D.; Coleman, C. O.; Daneliya, M.; Dauvin, J-C.; Fišer, C.; Gasca, R.; Grabowski, M.; Guerra-García, J. M.; Hendrycks, E.; Holsinger, J.; Hughes, L.; Jaume, D.; Jazdzewski, K.; Just, J.; Kamaltynov, R. M.; Kim, Y.-H.; King, R.; Krapp-Schickel, T.; LeCroy, S.; Lörz, A.-N.; Senna, A. R.; Serejo, C.; Sket, B.; Tandberg, A.H.; Thomas, J.; Thurston, M.; Vader, W.; Väinölä, R.; Vonk, R.; White, K.; Zeidler, W. (2016). World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=101446 on 2016-05-09","WORMS","","",""," 61690202","","Y"
"Byblis millsi","93370",""," Invertebrates","Species","423228","","Animalia","Arthropoda","Malacostraca","Amphipoda","Ampeliscidae","Byblis","millsi","Lowry, J. (2015). Byblis millsi. In: Horton, T.; Lowry, J.; De Broyer, C.; Bellan-Santini, D.; Coleman, C. O.; Daneliya, M.; Dauvin, J-C.; Fišer, C.; Gasca, R.; Grabowski, M.; Guerra-García, J. M.; Hendrycks, E.; Holsinger, J.; Hughes, L.; Jazdzewski, K.; Just, J.; Kamaltynov, R. M.; Kim, Y.-H.; King, R.; Krapp-Schickel, T.; LeCroy, S.; Lörz, A.-N.; Senna, A. R.; Serejo, C.; Sket, B.; Thomas, J.; Thurston, M.; Vader, W.; Väinölä, R.; Vonk, R.; White, K.; Zeidler, W. World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=423228 on 2016-05-09","WORMS","","","","","","Y"
"Bylgides","",""," Invertebrates","Genus","129483","","Animalia","Annelida","Polychaeta","Phyllodocida","Polynoidae","Bylgides","","","WoRMS","","","","","","Y"
"Bylgides macrolepidus","",""," Invertebrates","Species","333166","","Animalia","Annelida","Polychaeta","Phyllodocida","Polynoidae","Bylgides","macrolepidus","Fauchald, K. (2015). Bylgides macrolepidus (Moore, 1905). In: Read, G.; Fauchald, K. (Ed.) (2015) World Polychaeta database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=333166 on 2016-05-09","WORMS","","","","","","Y"
"Caberea","156132",""," Invertebrates","Genus","110864","","Animalia","Bryozoa","Gymnolaemata","Cheilostomatida","Candidae","Caberea","","Hayward, P. (2016). Caberea Lamouroux, 1816. In: Bock, P.; Gordon, D. (2016). World List of Bryozoa. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=110864 on 2016-05-09","WORMS","","",""," 78152802","","Y"
"Caberea ellisii","156133",""," Invertebrates","Species","111230","","Animalia","Bryozoa","Gymnolaemata","Cheilostomatida","Candidae","Caberea","ellisii","Gordon, D.; Hayward, P. (2005). Caberea ellisii. In: Bock, P.; Gordon, D. (2016). World List of Bryozoa. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=111230 on 2016-05-09","WORMS","","","","","","Y"
"Cadulus","82269",""," Invertebrates","Genus","138024","","Animalia","Mollusca","Scaphopoda","Gadilida","Gadilidae","Cadulus","","Scarabino, V.; Gofas, S. (2008). Cadulus Philippi, 1844. In:  MolluscaBase (2016). Accessed through:  World Register of Marine Species at http://marinespecies.org/aphia.php?p=taxdetails&id=138024 on 2016-05-09","WORMS","","",""," 56020401","","Y"
"Caecianiropsis","92842",""," Invertebrates","Genus","248557","","Animalia","Arthropoda","Malacostraca","Isopoda","Janiridae","Caecianiropsis","","Schotte, M. (2015). Caecianiropsis. In: Boyko, C.B; Bruce, N.L.; Merrin, K. L.; Ota, Y.; Poore, G.C.B.; Taiti, S.; Schotte, M. & Wilson, G.D.F. (Eds) (2008 onwards) World Marine, Freshwater and Terrestrial Isopod Crustaceans database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=248557 on 2016-05-09","WORMS","","","","","","Y"
"Caecianiropsis psammophila","92843",""," Invertebrates","Species","259521","","Animalia","Arthropoda","Malacostraca","Isopoda","Janiridae","Caecianiropsis","psammophila","Schotte, M. (2015). Caecianiropsis psammophila. In: Boyko, C.B; Bruce, N.L.; Merrin, K. L.; Ota, Y.; Poore, G.C.B.; Taiti, S.; Schotte, M. & Wilson, G.D.F. (Eds) (2008 onwards) World Marine, Freshwater and Terrestrial Isopod Crustaceans database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=259521 on 2016-05-09","WORMS","","","","","","Y"
"Caecidae","71372",""," Invertebrates","Family","126","","Animalia","Mollusca","Gastropoda","Littorinimorpha","Caecidae","","","Bouchet, P.; Gofas, S. (2013). Caecidae Gray, 1850. In:  MolluscaBase (2016). Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=126 on 2016-05-09","WORMS","","","","","","Y"
"Caecidotea","92686","92657"," Invertebrates","Genus","","","","","","","","","","","","","","",""," G0270","Y"
"Caecum occidentale","71507",""," Invertebrates","Species","545310","","Animalia","Mollusca","Gastropoda","Littorinimorpha","Caecidae","Caecum","Caecum occidentale","Rosenberg, G. (2015). Fartulum occidentale Bartsch, 1920. In:  MolluscaBase (2015). Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=580642 on 2016-05-10","WoRMS"," Fartulum occidentale",""," Caecum dextroversum","","","Y"
"Caenis","101478",""," Invertebrates","Genus","","","","","","","","","","","","","","",""," G0082","Y"
"Caenis latipennis","101488",""," Invertebrates","Species","","","","","","","","","","","","","","","","","Y"
"Calanoida","85258",""," Invertebrates","Order","1100","","Animalia","Arthropoda","Not assigned","Calanoida","","","","Boxshall, G.; Walter, T. Chad (2015). Calanoida. In: Walter, T.C. & Boxshall, G. (2016). World of Copepods database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=1100 on 2016-05-09","WORMS","","",""," 6118","","Y"
"Calanus","85263",""," Invertebrates","Genus","104152","","Animalia","Arthropoda","Not assigned","Calanoida","Calanidae","Calanus","","Walter, T. Chad; Boxshall, G. (2015). Calanus Leach, 1816. In: Walter, T.C. & Boxshall, G. (2016). World of Copepods database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=104152 on 2016-05-09","WORMS","","",""," 61180102","","Y"
"Calanus pacificus","85269",""," Invertebrates","Species","196771","","Animalia","Arthropoda","Not assigned","Calanoida","Calanidae","Calanus","pacificus","WoRMS (2015). Calanus pacificus Brodsky, 1948. In: Walter, T.C. & Boxshall, G. (2015). World of Copepods database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=196771 on 2016-05-09","WORMS","","",""," 6118010205","","Y"
"Calcarea","46862",""," Invertebrates","Class","559","","Animalia","Porifera","Calcerea","","","","","Bowerbank 1862","WORMS","","","","","","Y"
"Caligidae","89008",""," Invertebrates","Family","135513","","Animalia","Arthropoda","Not assigned","Siphonostomatoida","Caligidae","","","Walter, T. Chad; Boxshall, G. (2008). Caligidae Burmeister, 1835. In: Walter, T.C. & Boxshall, G. (2016). World of Copepods database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=135513 on 2016-05-09","WORMS","","",""," 612301","","Y"
"Calineuria","102985","102914"," Invertebrates","Genus","","","","","","","","","","","","","","",""," G0165","Y"
"Calineuria californica","102986","102985"," Invertebrates","Species","","","","","","","","","","","","","","",""," S0055","Y"
"Callibaetis","100903","100755"," Invertebrates","Genus","","","","","","","","","","","","","","",""," G0077","Y"
"Callicorixa","103514",""," Invertebrates","Genus","","","","","","","","","","","","","","","","","Y"
"Calliopiidae","656464","93295"," Invertebrates","Family","146744","","Animalia","Arthropoda","Malacostraca","Amphipoda","Calliopiidae","","","Thurston, M.; Horton, T.; Lowry, J.; De Broyer, C. (2013). Calliopiidae G.O. Sars, 1893. In: Horton, T.; Lowry, J.; De Broyer, C.; Bellan-Santini, D.; Coleman, C. O.; Daneliya, M.; Dauvin, J-C.; Fišer, C.; Gasca, R.; Grabowski, M.; Guerra-García, J. M.; Hendrycks, E.; Holsinger, J.; Hughes, L.; Jaume, D.; Jazdzewski, K.; Just, J.; Kamaltynov, R. M.; Kim, Y.-H.; King, R.; Krapp-Schickel, T.; LeCroy, S.; Lörz, A.-N.; Senna, A. R.; Serejo, C.; Sket, B.; Tandberg, A.H.; Thomas, J.; Thurston, M.; Vader, W.; Väinölä, R.; Vonk, R.; White, K.; Zeidler, W. (2016). World Amphipoda Database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=146744 on 2016-05-09","WORMS","","","","","","Y"
